ID;DISCIPLINA;ARGOMENTO;SUBARGOMENTO;COMANDO;ESERCIZIO;LIVELLO;SOLUZIONE;TIPO
107;Matematica;derivate;a_hospital;Calcolare il seguente limite utilizzando eventualmente il teorema di De L’Hospital:;$\lim _{x \rightarrow 4} \dfrac{\sqrt{x}-2}{x^{2}+3 x-28}$;2;$[1/44]$;A
108;Matematica;derivate;a_hospital;Calcolare il seguente limite utilizzando eventualmente il teorema di De L’Hospital:;$\lim _{x \rightarrow+\infty} \dfrac{\ln (1+2 x)}{\ln x}$;2;$[1]$;A
109;Matematica;derivate;a_maxmin_flessi;Determinare i punti di massimo e di minimo relativi e quelli di flesso orizzontale delle seguenti funzioni:;$y=x^{4}-4 x^{3}$;1;"$[flesso a tangente orizzontale per x=0; minimo per x=3]$";A
110;Matematica;derivate;a_maxmin_flessi;Determinare i punti di massimo e di minimo relativi e quelli di flesso orizzontale delle seguenti funzioni:;$y=\dfrac{x}{x^{2}+4}$;1;$[massimo per x=2, minimo per x=-2]$;A
111;Matematica;derivate;a_maxmin_flessi;Determinare i punti di massimo e di minimo relativi e quelli di flesso orizzontale delle seguenti funzioni:;$y=\left(x^{2}-1\right)^{3}$;1;"$[flessi a tangente orizzontale per x= +-1; minimo per x=0]$";A
112;Matematica;derivate;a_maxmin_flessi;Determinare i punti di massimo e di minimo relativi e quelli di flesso orizzontale delle seguenti funzioni:;$y=\dfrac{x^{2}}{x+3}$;1;$[minimo per x=0, massimo per x=-6]$;A
113;Matematica;derivate;a_maxmin_flessi;Determinare i punti di massimo e di minimo relativi e quelli di flesso orizzontale delle seguenti funzioni:;$y=\ln \left(x^{3}-3 x\right)$;2;$[massimo per x=-1]$;A
114;Matematica;derivate;a_maxmin_flessi;Determinare i punti di massimo e di minimo relativi e quelli di flesso orizzontale delle seguenti funzioni:;$y=\dfrac{x}{e^{3 x}}$;2;$[massimo per x=1/3]$;A
115;Matematica;derivate;a_maxmin_flessi;Determinare i punti di massimo e di minimo relativi e quelli di flesso orizzontale delle seguenti funzioni:;$y=\ln x-2 x$;2;$[massimo per x=1/2]$;A
116;Matematica;derivate;a_maxmin_flessi;Determinare i punti di massimo e di minimo relativi e quelli di flesso orizzontale delle seguenti funzioni:;$y=e^{2 x}-e^{x}$;2;$[massimo per x=ln(1/2)]$;A
117;Matematica;derivate;a_problemi_ottimiz;Risolvere il seguente problema:;Foglio di area minima. Un foglio di carta rettangolare deve contenere un’area di stampa di 50 $cm^2$, margini superiore e inferiore di 4 $cm$ e margini laterali di 2 $cm$. Quali sono le dimensioni del foglio di area minima che si può utilizzare?;2;$[9 cm, 18 cm]$;A
118;Matematica;derivate;a_problemi_ottimiz;Risolvere il seguente problema:;La scatola più «economica». Si vogliono costruire, con un determinato materiale, delle scatole senza coperchio, a forma di parallelepipedo rettangolo, aventi base quadrata.  Se si vuole che il volume di ogni scatola sia di 256 $dm^3$, quali sono le dimensioni della scatola che richiedono la minima quantità di materiale? ;2;$[Lato del quadrato di base = 8 dm]$;A
119;Matematica;derivate;a_problemi_ottimiz;Risolvere il seguente problema:;Tra le rette passanti per il punto $P(-6, -8)$, qual è quella che ha massima distanza dal punto $A(2 , -1)$? (Suggerimento: scrivi l’equazione della retta passante per  $P$ e di coefficiente angolare generico $m$ e determina $m$ in modo che sia massima la distanza dal punto $A$).;2;$[m=-8/7]$;A
120;Matematica;derivate;a_problemi_ottimiz;Risolvere il seguente problema:;Massimo ricavo.  Una compagnia aerea decide di stabilire il prezzo del biglietto di un volo (per persona) nel seguente modo: 200 euro più 10 euro per ogni posto che resterà libero. L’aereo dispone di 150 posti. Quanti posti devono restare liberi affinché la compagnia ottenga il massimo ricavo? In questo caso, quanto vale il ricavo?;2;$[Il massimo ricavo si ha in corrispondenza di 65 posti liberi]$;A
121;Matematica;derivate;a_problemi_ottimiz;Risolvere il seguente problema:;Tra i rettangoli di perimetro uguale a 100 cm, determina le misure dei lati del rettangolo di area massima.;1;$[Il quadrato di lato 25 cm]$;A
122;Matematica;derivate;a_problemi_ottimiz;Risolvere il seguente problema:;Tra i rettangoli di area uguale a 100 $cm^2$, determina le misure dei lati del rettangolo di perimetro minimo.;1;$[Il quadrato di lato 10 cm]$;A
123;Matematica;derivate;a_problemi_ottimiz;Risolvere il seguente problema:;Determina il numero reale positivo tale che la differenza tra il cubo del numero e il triplo del quadrato del numero stesso sia la minima possibile.;1;$[2]$;A
124;Matematica;derivate;a_problemi_ottimiz;Risolvere il seguente problema:;Determina il numero reale positivo tale che la differenza tra il quadruplo del quadrato del numero e un terzo del cubo del numero stesso sia la massima possibile.;1;$[8]$;A
125;Matematica;integrali;a_int_immediati;Calcolare l’integrale indefinito:;$\displaystyle \int\left(4 x^{3}+6 x^{2}+1\right) d x$;1;$[x^4+2x^3+x+c]$;A
126;Matematica;integrali;a_int_immediati;Calcolare l’integrale indefinito:;$\displaystyle \int\left(9 x^{2}-4 x-3\right) d x$;1;$\left[3 x^{3}-2 x^{2}-3 x+c\right]$;A
127;Matematica;integrali;a_int_immediati;Calcolare l’integrale indefinito:;$\displaystyle \int(x+1)^{2} d x$;1;$\left[\dfrac{x^{3}}{3}+x^{2}+x+c\right]$;A
128;Matematica;integrali;a_int_immediati;Calcolare l’integrale indefinito:;$\displaystyle \int x(3 x-2)^{2} d x$;1;$\left[\dfrac{9}{4} x^{4}-4 x^{3}+2 x^{2}+c\right]$;A
129;Matematica;integrali;a_primitive;Risolvere il seguente esercizio:;Tra le primitive della funzione $f(x)=\dfrac{x^2+1}{x^2}$,  determina quella il cui grafico passa per il punto di coordinate $(2, 4)$.;1;$[F(x)=x-1/x+5/2]$;A
130;Matematica;integrali;a_primitive;Risolvere il seguente esercizio:;Tra le primitive della funzione $f(x)=e^x-2x$, determina quella il cui grafico passa per il punto di coordinate $(0, 3)$.;1;$[F(x)=e^x-x^2+2]$;A
131;Matematica;integrali;a_primitive;Risolvere il seguente esercizio:;Tra le primitive della funzione $f(x)=\dfrac{x^2+1}{x}$,  determina quella il cui grafico passa per il punto di coordinate $(1, 2)$.;1;$[F(x)=ln|x|+1/2 x^2+3/2]$;A
132;Matematica;integrali;a_primitive;Risolvere il seguente esercizio:;Tra le primitive della funzione $f(x)=\sin(x) - 2 \cos(x)$,  determina quella il cui grafico passa per il punto di coordinate $(\dfrac{\pi}{2}, 1)$.;1;$[F(x)=-2 \sin(x)-\cos(x)+3]$;A
133;Matematica;sistemi_lineari;c_grado_sol;(*) Il grado di un sistema intero di due equazioni in due incognite è:;"\begin{tasks}(1)
    \task la somma dei gradi delle due equazioni del sistema
    \task il prodotto dei gradi delle due equazioni del sistema
    \task il maggiore tra i gradi delle due equazioni del sistema
\end{tasks}";1;$B$;C
134;Matematica;sistemi_lineari;c_grado_sol;"(*) La coppia ordinata (1; -1) è soluzione di uno solo dei seguenti sistemi. Quale?";"\begin{tasks}(2)
    \task $\left\{\begin{array}{l}x+y+1=0 \\ 2 x-y+1=0\end{array}\right.$
    \task $\left\{\begin{array}{l}2 x+y-1=0 \\ x-y-2=0\end{array}\right.$
    \task $\left\{\begin{array}{l}x-y+1=0 \\ 2 x-y+1=0\end{array}\right.$
\end{tasks}";1;$B$;C
135;Matematica;sistemi_lineari;c_grado_sol;(*) Qual è il grado del sistema: $\left\{\begin{array}{l}x y=1 \\ x^{2}+2 y^{2}=1\end{array}\right.$;"\begin{tasks}(3)
    \task 2
    \task 3
    \task 4
\end{tasks}";1;$C$;C
136;Matematica;sistemi_lineari;c_grado_sol;(*) Quale delle seguenti coppie ordinate è la soluzione del sistema: $\left\{\begin{array}{l}2 x-3 y=-1 \\ x+3 y=10\end{array}\right.$;"\begin{tasks}(3)
    \task $(\frac{7}{3}; 3)$
    \task $(-3; \frac{7}{3})$
    \task $(3; \frac{7}{3})$
\end{tasks}";1;$C$;C
137;Matematica;sistemi_lineari;c_risultato_sist;(*) Risolvere il sistema ed indicare la sua soluzione: $\left\{\begin{array}{l}2 x-5 y=7 \\ x-3 y=1 \end{array}\right.$;"\begin{tasks}(4)
    \task $(16; 5)$
    \task $(15; 6)$
    \task $(14; 7)$
    \task $(13; 8)$
\end{tasks}";1;$A$;C
138;Matematica;sistemi_lineari;c_risultato_sist;(*) Risolvere il sistema ed indicare la sua soluzione: $\left\{\begin{array}{l} 5 x+y=20 \\ 5 x+7 y=20 \end{array}\right.$;"\begin{tasks}(4)
    \task $(3; -1)$
    \task $(4; 0)$
    \task $(5; 1)$
    \task $(6; 2)$
\end{tasks}";1;$B$;C
139;Matematica;sistemi_lineari;c_risultato_sist;(*) Risolvere il sistema ed indicare la sua soluzione: $\left\{\begin{array}{l} 2 x-y=7 \\ 4 x+3 y=4 \end{array}\right.$;"\begin{tasks}(4)
    \task $(\frac{5}{2}; -4)$
    \task $(\frac{5}{3}; -3)$
    \task $(\frac{5}{2}; -2)$
    \task $(\frac{5}{3}; -1)$
\end{tasks}";1;$C$;C
140;Matematica;sistemi_lineari;c_risultato_sist;Risolvere il sistema ed indicare la sua soluzione: $\left\{\begin{array}{l} (x-2)^{2}+(y-1)(y+1)=x^{2}+y^{2}+3 \\ (x-3 y)(x+3 y)-x^{2}+3 y=4-9 y^{2}-2 x \end{array}\right.$;"\begin{tasks}(4)
    \task $(3;\frac{8}{3})$
    \task $(2;\frac{7}{3})$
    \task $(1;\frac{5}{3})$
    \task $(0;\frac{4}{3})$
\end{tasks}";2;$D$;C
141;Matematica;sistemi_lineari;c_risultato_sist;Risolvere il sistema ed indicare la sua soluzione: $\left\{\begin{array}{l} x-2=\dfrac{y}{3}-1+\dfrac{x}{2} \\ \dfrac{5 x+3 y}{6}-3=\dfrac{2 x-y}{4}+\dfrac{7}{12} \end{array}\right.$;"\begin{tasks}(4)
    \task $(7; 0)$
    \task $(6; 1)$
    \task $(5; 2)$
    \task $(4; 3)$
\end{tasks}";2;$D$;C
142;Matematica;sistemi_lineari;c_risultato_sist;Risolvere il sistema ed indicare la sua soluzione: $\left\{\begin{array}{l} \dfrac{x-2}{5}-\dfrac{2 y-1}{3}=\dfrac{x+y}{15} \\ \dfrac{1}{3} x-2 y=1 \end{array}\right.$;"\begin{tasks}(4)
    \task $(-27; -5)$
    \task $(-26; -6)$
    \task $(-25; -7)$
    \task $(-24; -8)$
\end{tasks}";2;$A$;C
143;Matematica;sistemi_lineari;c_risultato_probl;"Michele si prepara all’ultimo compito in classe di matematica dell’anno; lo affronta con tranquillità, sapendo che se prenderà 10 avrà la media del 9, mentre prendendo 5 la media diverrà 8. Quanti compiti ha già fatto quest’anno Michele?";"\begin{tasks}(1)
    \task numero compiti=...
\end{tasks}";2;$4$;C
144;Matematica;sistemi_lineari;c_risultato_probl;Il perimetro di un rettangolo ABCD è 36 cm. Aumentando i lati AB e CD del $10\%$ e i lati BC e AD del $25\%$, il perimetro del rettangolo aumenta di 6 cm. Qual è l’area del rettangolo in $cm^2$?;"\begin{tasks}(1)
    \task Area=...
\end{tasks}";2;$(80)$;C
145;Matematica;sistemi_lineari;c_risultato_probl;Un'auto da corsa percorre un circuito, durante un test di velocità, in 1 minuto e 12 secondi. Durante una seconda prova la velocità media dell'auto aumenta di 9 km/h e il tempo di percorrenza scende a 1 minuto esatto. Qual è la lunghezza del circuito?;"\begin{tasks}(1)
    \task Lunghezza in metri=...
\end{tasks}";2;$(900)$;C
146;Matematica;sistemi_lineari;c_risultato_probl;Oggi ho acquistato 2 CD e 5 cassette, spendendo 72 euro. Il mese scorso, a prezzi invariati, avevo pagato 80  euro per 3 CD e 4 cassette. Quanto costa un CD?;"\begin{tasks}(3)
    \task 12
    \task 14
    \task 16
\end{tasks}";1;$(16)$;C
147;Matematica;sistemi_lineari;c_risultato_probl;Lucia e Elena sono sorelle. La somma delle loro età è $31$ e Lucia è nata tre anni prima di Elena. Quanti anni ha Elena?;"\begin{tasks}(3)
    \task 12
    \task 13
    \task 14
\end{tasks}";1;$[14]$;C
148;Matematica;sistemi_lineari;c_risultato_probl;"In un rettangolo l'altezza supera di 13 cm i $\dfrac{5}{2}$ della base; la differenza tra metà altezza ed i $\dfrac{3}{2}$ della base è 3 cm. Qual è l'area del rettangolo in $cm^2$?";"\begin{tasks}(3)
    \task 672
    \task 673
    \task 674
\end{tasks}";1;$(672)$;C
149;Matematica;equazioni_fratte_grado_1;c_ce;(*) Quale, tra le seguenti, è una <<condizione di esistenza>> dell’equazione fratta: $$\dfrac{1+3 x}{4 x+4}-\dfrac{5-x}{x+1}=2$$;"\begin{tasks}(3)
    \task $x \neq 1$
    \task $x \neq -4$
    \task $x \neq -1$
\end{tasks}";1;$C$;C
150;Matematica;equazioni_fratte_grado_1;c_ce;(*) Quale, tra le seguenti, è una <<condizione di esistenza>> dell’equazione fratta: $$\dfrac{2}{1-x}=\dfrac{1}{x-x^{2}}+\dfrac{1}{x}$$;"\begin{tasks}(3)
    \task $x \neq -1$
    \task $x \neq 0$
    \task $x \neq 2$
\end{tasks}";1;$B$;C
151;Matematica;equazioni_fratte_grado_1;c_ce;(*) Quale, tra le seguenti, è una <<condizione di esistenza>> dell’equazione fratta: $$\dfrac{2-x}{3 x+6}+\dfrac{1-3 x}{2+x}=2$$;"\begin{tasks}(3)
    \task $x \neq -2$
    \task $x \neq 0$
    \task $x \neq 2$
\end{tasks}";1;$A$;C
152;Matematica;equazioni_fratte_grado_1;c_risultato_eq;(*) Qual è la soluzione dell’equazione fratta: $\dfrac{2 x-3}{2 x+4}=\dfrac{x}{x+2}-\dfrac{1}{x}$;"\begin{tasks}(2)
    \task x=...
\end{tasks}";1;$[4]$;C
153;Matematica;equazioni_fratte_grado_1;c_risultato_eq;(*) Qual è la soluzione dell’equazione fratta: $\dfrac{x+3}{x-3}-\dfrac{x-3}{x+3}=\dfrac{5 x}{x^{2}-9}$;"\begin{tasks}(2)
    \task x=...
\end{tasks}";1;$[0]$;C
154;Matematica;equazioni_fratte_grado_1;c_risultato_eq;(*) Qual è la soluzione dell’equazione fratta: $\dfrac{1}{6}-\dfrac{1}{1-x}=\dfrac{1+x}{2-2 x}$;"\begin{tasks}(2)
    \task x=...
\end{tasks}";1;$[-2]$;C
155;Matematica;equazioni_letterali_grado_1;c_risultato_eq;(*) Qual è la soluzione dell’equazione letterale nell’incognita $x$: $$6 x-3(x+2 a)=a+4(x-2 a)$$;"\begin{tasks}(3)
    \task $x = -a$
    \task $x = 0$
    \task $x = a$
\end{tasks}";1;$[x=a]$;C
156;Matematica;equazioni_letterali_grado_1;c_risultato_eq;(*) Qual è la soluzione dell’equazione letterale nell’incognita $x$: $$3-2(k-x)=4(3 k-2 x)-(4 k-3)$$;"\begin{tasks}(3)
    \task $x = -k$
    \task $x = 0$
    \task $x = k$
\end{tasks}";1;$[x=k]$;C
157;Matematica;equazioni_letterali_grado_1;c_risultato_eq;(*) Qual è la soluzione dell’equazione letterale nell’incognita $x$: $$3(a+1) x-a(7+x)=2(a-1) x-2 x$$;"\begin{tasks}(3)
    \task $x = -a$
    \task $x = 0$
    \task $x = a$
\end{tasks}";1;$[x=a]$;C
158;Matematica;goniometria;c_calcolo_funzioni;"(*) Quanto vale la tangente di un angolo $\alpha$ tale che: $$\sin( \alpha)=\dfrac{4}{5} \quad ; \quad \dfrac{\pi}{2}<\alpha<\pi$$";"\begin{tasks}(3)
    \task $\dfrac{4}{3}$
    \task $\dfrac{3}{4}$
    \task $-\dfrac{4}{3}$
\end{tasks}";1;$[-4/3]$;C
159;Matematica;goniometria;c_calcolo_funzioni;"(*) Quanto vale la tangente di un angolo $\alpha$ tale che: $$\cos( \alpha)=-\dfrac{8}{17} \quad ; \quad \dfrac{\pi}{2}<\alpha<\pi$$";"\begin{tasks}(3)
    \task $\dfrac{15}{8}$
    \task $-\dfrac{15}{8}$
    \task $\dfrac{8}{15}$
\end{tasks}";1;$[-15/8]$;C
160;Matematica;goniometria;c_calcolo_funzioni;"Quanto vale la tangente di un angolo $\alpha$ tale che: $$\sin( \alpha)=-\dfrac{\sqrt{13}}{7} \quad ; \quad \dfrac{3}{2} \pi<\alpha<2 \pi$$";"\begin{tasks}(3)
    \task $-\dfrac{\sqrt{13}}{6}$
    \task $\dfrac{\sqrt{13}}{6}$
    \task $-\dfrac{\sqrt{6}}{13}$
\end{tasks}";2;$[-\sqrt{13}/6]$;C
161;Matematica;goniometria;c_calcolo_funzioni;"Quanto vale la tangente di un angolo $\alpha$ tale che: $$\cos( \alpha)=-\dfrac{5}{6} \quad ; \quad \pi<\alpha<\dfrac{3}{2} \pi$$";"\begin{tasks}(3)
    \task $ -\dfrac{\sqrt{11}}{5}$
    \task $ \dfrac{\sqrt{11}}{5}$
    \task $ \dfrac{\sqrt{5}}{11}$
\end{tasks}";2;$[\sqrt{11}/5]$;C
162;Matematica;goniometria;c_rette;(*) Qual è il coseno dell’angolo che la retta $y=-\dfrac{3}{4}x+5$ forma con l’asse x?;"\begin{tasks}(3)
    \task $\dfrac{4}{3}$
    \task $\dfrac{4}{5}$
    \task $-\dfrac{3}{4}$
\end{tasks}";1;$[-4/5]$;C
163;Matematica;goniometria;c_rette;(*) Qual è il seno dell’angolo che la retta $12x+9y-1=0$ forma con l’asse x?;"\begin{tasks}(3)
    \task $-\dfrac{4}{3}$
    \task $\dfrac{4}{5}$
    \task $\dfrac{3}{7}$
\end{tasks}";1;$[4/5]$;C
164;Matematica;goniometria;c_rette;Qual è il coseno dell’angolo che una retta perpendicolare alla retta $y=-\dfrac{3}{4}x+5$ forma con l’asse x?;"\begin{tasks}(3)
    \task $\dfrac{4}{3}$
    \task $-\dfrac{4}{5}$
    \task $\dfrac{3}{5}$
\end{tasks}";2;$[3/5]$;C
165;Matematica;goniometria;c_rette;Qual è il seno dell’angolo che una retta perpendicolare alla retta $12x+9y-1=0$ forma con l’asse x?;"\begin{tasks}(3)
    \task $\dfrac{4}{3}$
    \task $-\dfrac{4}{5}$
    \task $\dfrac{3}{5}$
\end{tasks}";2;$[3/5]$;C
166;Matematica;goniometria;c_trasformazioni;(*) Quale equazione goniometrica corrisponde al grafico: \includegraphics[scale=0.2]{id_190_graph.png};"\begin{tasks}(2)
    \task $y=\dfrac{1}{2} \sin (4x)$
    \task $y=\dfrac{1}{2} \sin \dfrac{x}{4}$
    \task $y=-\dfrac{1}{2} \cos \dfrac{x}{4}$
\end{tasks}";1;$B$;C
167;Matematica;goniometria;c_trasformazioni;(*) Quale equazione goniometrica corrisponde al grafico: \includegraphics[scale=0.2]{id_191_graph.png};"\begin{tasks}(2)
    \task $y=4 \sin \dfrac{x}{2}$
    \task $y=4 \cos \dfrac{x}{2}$
    \task $y=4 \sin (2x)$
\end{tasks}";1;$A$;C
168;Matematica;goniometria;c_trasformazioni;Quale equazione goniometrica corrisponde al grafico: \includegraphics[scale=0.2]{id_192_graph.png};"\begin{tasks}(1)
    \task $y=2\sin\left(x-\dfrac{\pi}{4}\right)+1$
    \task $y=-2\sin\left(x+\dfrac{\pi}{4}\right)+1$
    \task $y=-2\cos\left(x+\dfrac{\pi}{4}\right)+1$
\end{tasks}";2;$B$;C
169;Matematica;goniometria;c_trasformazioni;Quale equazione goniometrica corrisponde al grafico: \includegraphics[scale=0.2]{id_193_graph.png};"\begin{tasks}(1)
    \task $y=2\cos\left(x+\dfrac{\pi}{4}\right)-1$
    \task $y=-2\sin\left(x-\dfrac{\pi}{4}\right)-1$
    \task $y=-2\cos\left(x-\dfrac{\pi}{4}\right)-1$
\end{tasks}";2;$C$;C
170;Matematica;trigonometria;c_triangoli_rettangoli;"(*) Nel triangolo rettangolo ABC, qual è l’ampiezza di $\gamma$ (in gradi) noti gli elementi: $a=84 ; \quad c=42\sqrt{3}$ ?";"\begin{tasks}(4)
    \task 30
    \task 45
    \task 60
    \task 75
\end{tasks}";1;$C$;C
171;Matematica;trigonometria;c_triangoli_rettangoli;"(*) Nel triangolo rettangolo ABC, qual è l’ampiezza di $\gamma$ (in gradi) noti gli elementi: $c=5 ; \quad a=5\sqrt{2}$ ?";"\begin{tasks}(4)
    \task 30
    \task 45
    \task 60
    \task 75
\end{tasks}";1;$B$;C
172;Matematica;trigonometria;c_triangoli_rettangoli;In un triangolo rettangolo il rapporto tra un cateto e l’ipotenusa è $\dfrac{4}{5}$ , e l’altro cateto è lungo 9 cm. Qual è l’area del triangolo.;"\begin{tasks}(3)
    \task 54
    \task 55
    \task 56
\end{tasks}";2;$A$;C
173;Matematica;trigonometria;c_triangoli_rettangoli;In un triangolo rettangolo il rapporto tra un cateto e l’ipotenusa è $\dfrac{5}{13}$ , e l’altro cateto è lungo 48 cm. Qual è l’area del triangolo.;"\begin{tasks}(3)
    \task 400
    \task 440
    \task 480
\end{tasks}";2;$C$;C
174;Matematica;derivate;c_hospital;(*) Utilizzando eventualmente il teorema di De L’Hospital, indicare il risultato del seguente limite: $\lim _{x \rightarrow-1} \dfrac{x^{3}+1}{x^{2}+3 x+2}$;"\begin{tasks}(3)
    \task 2
    \task 3
    \task 4
\end{tasks}";1;$[3]$;C
175;Matematica;derivate;c_hospital;(*) Utilizzando eventualmente il teorema di De L’Hospital, indicare il risultato del seguente limite: $\lim _{x \rightarrow 3} \dfrac{x^{2}-9}{x^{2}+x-12}$;"\begin{tasks}(3)
    \task 3/4
    \task 4/5
    \task 6/7
\end{tasks}";1;$[6/7]$;C
176;Matematica;derivate;c_hospital;Utilizzando eventualmente il teorema di De L’Hospital, indicare il risultato del seguente limite: $\lim _{x \rightarrow 0} \dfrac{\sin 2 x}{x^{2}+x}$;"\begin{tasks}(3)
    \task 2
    \task 3
    \task 4
\end{tasks}";2;$[2]$;C
177;Matematica;derivate;c_hospital;Utilizzando eventualmente il teorema di De L’Hospital, indicare il risultato del seguente limite: $\lim _{x \rightarrow 1} \dfrac{e^{x-1}-1}{\ln x}$;"\begin{tasks}(3)
    \task -1
    \task 0
    \task 1
\end{tasks}";2;$[1]$;C
178;Matematica;derivate;c_maxmin_flessi;(*) Quali sono i punti di massimo e di minimo relativi e quelli di flesso orizzontale della seguente funzione? $y=x^{4}-4 x^{3}$;"\begin{tasks}(3)
    \task flesso a tangente orizzontale per x=0; minimo per x=3
    \task flesso a tangente orizzontale per x=0; massimo per x=3
    \task massimo per x=0; minimo per x=-3
\end{tasks}";1;$A$;C
179;Matematica;derivate;c_maxmin_flessi;(*) Quali sono i punti di massimo e di minimo relativi e quelli di flesso orizzontale della seguente funzione? $y=\left(x^{2}-1\right)^{3}$;"\begin{tasks}(3)
    \task flesso a tangente orizzontale per x=0; minimo per x=-1
    \task flessi a tangente orizzontale per x= -1; minimo per x=1
    \task flessi a tangente orizzontale per x= +-1; minimo per x=0
\end{tasks}";1;$C$;C
180;Matematica;derivate;c_maxmin_flessi;Quali sono i punti di massimo e di minimo relativi e quelli di flesso orizzontale della seguente funzione? $y=\dfrac{x}{e^{3 x}}$;"\begin{tasks}(3)
    \task flesso a tangente orizzontale per x=1; minimo per x=3
    \task massimo per x=1/3
    \task minimo per x=-1/3
\end{tasks}";2;$B$;C
181;Matematica;derivate;c_maxmin_flessi;Quali sono i punti di massimo e di minimo relativi e quelli di flesso orizzontale della seguente funzione? $y=\ln x-2 x$;"\begin{tasks}(3)
    \task flesso a tangente orizzontale per x=1; minimo per x=2
    \task minimo per x=-1/2
    \task massimo per x=1/2
\end{tasks}";2;$C$;C
